A,B,C,E,F,n_blocks,first_D,last_D,example_path
,Dexter-Dam,ZONEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dam/ZONEID/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dam L&O,CONSTRAINTID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dam L&O/CONSTRAINTID/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dam L&O,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dam L&O/Flow/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dam L&O,Flow-DECISION,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dam L&O/Flow-DECISION/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dam L&O,Flow-MAXLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dam L&O/Flow-MAXLIM/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dam L&O,Flow-MINLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dam L&O/Flow-MINLIM/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dam L&O,Flow-SETTING,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dam L&O/Flow-SETTING/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dam L&O,RULEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dam L&O/RULEID/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dam L&O,ZONEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dam L&O/ZONEID/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dam L&O IN,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dam L&O IN/Flow/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dam Tailwater,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dam Tailwater/Flow/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dam Tailwater,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dam Tailwater/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dam Tailwater,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dam Tailwater/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dam Tailwater,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dam Tailwater/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dam Tailwater,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dam Tailwater/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dexter-Inactive-ZBOp Rule,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dexter-Inactive-ZBOp Rule/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dexter-Inactive-ZBOp Rule-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dexter-Inactive-ZBOp Rule-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dexter-Rule Curve-ZBOp Rule,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dexter-Rule Curve-ZBOp Rule/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dexter-Rule Curve-ZBOp Rule-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dexter-Rule Curve-ZBOp Rule-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dexter-Top of Dam-ZBOp Rule,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dexter-Top of Dam-ZBOp Rule/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Dexter-Dexter-Top of Dam-ZBOp Rule-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Dexter-Top of Dam-ZBOp Rule-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Dexter-Inactive,Elev-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Inactive/Elev-ZONE/01Jan2012/1Day/Temp1Day--0/
,Dexter-Inactive,Stor-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Inactive/Stor-ZONE/01Jan2012/1Day/Temp1Day--0/
,Dexter-Pool,Area-Reservoir,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Pool/Area-Reservoir/01Jan2012/1Day/Temp1Day--0/
,Dexter-Pool,Elev,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Pool/Elev/01Jan2012/1Day/Temp1Day--0/
,Dexter-Pool,Elev-EST,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Pool/Elev-EST/01Jan2012/1Day/Temp1Day--0/
,Dexter-Pool,Flow-EST,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Pool/Flow-EST/01Jan2012/1Day/Temp1Day--0/
,Dexter-Pool,Flow-HOLDOUT,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Pool/Flow-HOLDOUT/01Jan2012/1Day/Temp1Day--0/
,Dexter-Pool,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Pool/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Dexter-Pool,Flow-IN NET,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Pool/Flow-IN NET/01Jan2012/1Day/Temp1Day--0/
,Dexter-Pool,Flow-OUT,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Pool/Flow-OUT/01Jan2012/1Day/Temp1Day--0/
,Dexter-Pool,Flow-Q2S,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Pool/Flow-Q2S/01Jan2012/1Day/Temp1Day--0/
,Dexter-Pool,Stor,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Pool/Stor/01Jan2012/1Day/Temp1Day--0/
,Dexter-Pool,Stor-PUMP,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Pool/Stor-PUMP/01Jan2012/1Day/Temp1Day--0/
,Dexter-Pool,Stor-PUMP-CAP,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Pool/Stor-PUMP-CAP/01Jan2012/1Day/Temp1Day--0/
,Dexter-Power Plant,CONSTRAINTID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Power Plant/CONSTRAINTID/01Jan2012/1Day/Temp1Day--0/
,Dexter-Power Plant,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Power Plant/Flow/01Jan2012/1Day/Temp1Day--0/
,Dexter-Power Plant,Flow-DECISION,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Power Plant/Flow-DECISION/01Jan2012/1Day/Temp1Day--0/
,Dexter-Power Plant,Flow-MAXLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Power Plant/Flow-MAXLIM/01Jan2012/1Day/Temp1Day--0/
,Dexter-Power Plant,Flow-MINLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Power Plant/Flow-MINLIM/01Jan2012/1Day/Temp1Day--0/
,Dexter-Power Plant,Flow-SETTING,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Power Plant/Flow-SETTING/01Jan2012/1Day/Temp1Day--0/
,Dexter-Power Plant,RULEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Power Plant/RULEID/01Jan2012/1Day/Temp1Day--0/
,Dexter-Power Plant,ZONEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Power Plant/ZONEID/01Jan2012/1Day/Temp1Day--0/
,Dexter-Power Plant IN,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Power Plant IN/Flow/01Jan2012/1Day/Temp1Day--0/
,Dexter-Rule Curve,Elev-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Rule Curve/Elev-ZONE/01Jan2012/1Day/Temp1Day--0/
,Dexter-Rule Curve,Stor-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Rule Curve/Stor-ZONE/01Jan2012/1Day/Temp1Day--0/
,Dexter-Spillway,CONSTRAINTID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Spillway/CONSTRAINTID/01Jan2012/1Day/Temp1Day--0/
,Dexter-Spillway,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Spillway/Flow/01Jan2012/1Day/Temp1Day--0/
,Dexter-Spillway,Flow-DECISION,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Spillway/Flow-DECISION/01Jan2012/1Day/Temp1Day--0/
,Dexter-Spillway,Flow-MAXLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Spillway/Flow-MAXLIM/01Jan2012/1Day/Temp1Day--0/
,Dexter-Spillway,Flow-MINLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Spillway/Flow-MINLIM/01Jan2012/1Day/Temp1Day--0/
,Dexter-Spillway,Flow-SETTING,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Spillway/Flow-SETTING/01Jan2012/1Day/Temp1Day--0/
,Dexter-Spillway,RULEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Spillway/RULEID/01Jan2012/1Day/Temp1Day--0/
,Dexter-Spillway,ZONEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Spillway/ZONEID/01Jan2012/1Day/Temp1Day--0/
,Dexter-Spillway IN,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Spillway IN/Flow/01Jan2012/1Day/Temp1Day--0/
,Dexter-Top of Dam,Elev-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Top of Dam/Elev-ZONE/01Jan2012/1Day/Temp1Day--0/
,Dexter-Top of Dam,Stor-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter-Top of Dam/Stor-ZONE/01Jan2012/1Day/Temp1Day--0/
,Dexter_IN,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_IN/Flow/01Jan2012/1Day/Temp1Day--0/
,Dexter_IN,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_IN/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Dexter_IN,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_IN/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Dexter_IN,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_IN/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Dexter_IN,Flow-Local,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_IN/Flow-Local/01Jan2012/1Day/Temp1Day--0/
,Dexter_IN,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_IN/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Dexter_IN,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_IN/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Dexter_IN Dexter Local Inflow_HMSsub_MFWillametteRVS20,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_IN Dexter Local Inflow_HMSsub_MFWillametteRVS20/Flow/01Jan2012/1Day/Temp1Day--0/
,Dexter_IN Dexter Local Inflow_HMSsub_MFWillametteRVS20,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_IN Dexter Local Inflow_HMSsub_MFWillametteRVS20/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Dexter_IN Dexter Local Inflow_HMSsub_MFWillametteRVS20,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_IN Dexter Local Inflow_HMSsub_MFWillametteRVS20/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Dexter_OUT,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_OUT/Flow/01Jan2012/1Day/Temp1Day--0/
,Dexter_OUT,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_OUT/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Dexter_OUT,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_OUT/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Dexter_OUT,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_OUT/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Dexter_OUT,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_OUT/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Dexter_OUT,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_OUT/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Dexter_OUT to MF Willamette_nr Dexter,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_OUT to MF Willamette_nr Dexter/Flow/01Jan2012/1Day/Temp1Day--0/
,Dexter_OUT to MF Willamette_nr Dexter,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_OUT to MF Willamette_nr Dexter/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Dexter_OUT to MF Willamette_nr Dexter,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_OUT to MF Willamette_nr Dexter/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Dexter_OUT to MF Willamette_nr Dexter,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Dexter_OUT to MF Willamette_nr Dexter/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down,CONSTRAINTID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down/CONSTRAINTID/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down,Flow-DECISION,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down/Flow-DECISION/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down,Flow-GC-RELEASE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down/Flow-GC-RELEASE/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down,Flow-MAXLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down/Flow-MAXLIM/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down,Flow-MINLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down/Flow-MINLIM/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down,RULEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down/RULEID/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down,ZONEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down/ZONEID/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down-Cntrl,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down-Cntrl/Flow/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down-Cntrl,Flow-SETTING,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down-Cntrl/Flow-SETTING/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down-Cntrl-Default-ZBOp Rule,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down-Cntrl-Default-ZBOp Rule/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down-Cntrl-Default-ZBOp Rule-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down-Cntrl-Default-ZBOp Rule-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down-Default,Elev-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down-Default/Elev-ZONE/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down-Default,Stor-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down-Default/Stor-ZONE/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down-Demand Rule,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down-Demand Rule/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down-Demand Rule-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down-Demand Rule-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down-Diversion 1 down,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down-Diversion 1 down/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 down-Diversion 1 down-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 down-Diversion 1 down-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up,CONSTRAINTID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up/CONSTRAINTID/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up,Flow-DECISION,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up/Flow-DECISION/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up,Flow-GC-RELEASE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up/Flow-GC-RELEASE/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up,Flow-MAXLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up/Flow-MAXLIM/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up,Flow-MINLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up/Flow-MINLIM/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up,RULEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up/RULEID/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up,ZONEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up/ZONEID/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up-Cntrl,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up-Cntrl/Flow/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up-Cntrl,Flow-SETTING,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up-Cntrl/Flow-SETTING/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up-Cntrl-Default-ZBOp Rule,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up-Cntrl-Default-ZBOp Rule/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up-Cntrl-Default-ZBOp Rule-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up-Cntrl-Default-ZBOp Rule-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up-Default,Elev-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up-Default/Elev-ZONE/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up-Default,Stor-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up-Default/Stor-ZONE/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up-Demand Rule,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up-Demand Rule/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up-Demand Rule-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up-Demand Rule-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up-Diversion 1 up,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up-Diversion 1 up/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Diversion 1 up-Diversion 1 up-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 1 up-Diversion 1 up-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Diversion 10,CONSTRAINTID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10/CONSTRAINTID/01Jan2012/1Day/Temp1Day--0/
,Diversion 10,Flow-DECISION,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10/Flow-DECISION/01Jan2012/1Day/Temp1Day--0/
,Diversion 10,Flow-GC-RELEASE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10/Flow-GC-RELEASE/01Jan2012/1Day/Temp1Day--0/
,Diversion 10,Flow-MAXLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10/Flow-MAXLIM/01Jan2012/1Day/Temp1Day--0/
,Diversion 10,Flow-MINLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10/Flow-MINLIM/01Jan2012/1Day/Temp1Day--0/
,Diversion 10,RULEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10/RULEID/01Jan2012/1Day/Temp1Day--0/
,Diversion 10,ZONEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10/ZONEID/01Jan2012/1Day/Temp1Day--0/
,Diversion 10-Cntrl,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10-Cntrl/Flow/01Jan2012/1Day/Temp1Day--0/
,Diversion 10-Cntrl,Flow-SETTING,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10-Cntrl/Flow-SETTING/01Jan2012/1Day/Temp1Day--0/
,Diversion 10-Cntrl-Default-ZBOp Rule,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10-Cntrl-Default-ZBOp Rule/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Diversion 10-Cntrl-Default-ZBOp Rule-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10-Cntrl-Default-ZBOp Rule-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Diversion 10-Default,Elev-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10-Default/Elev-ZONE/01Jan2012/1Day/Temp1Day--0/
,Diversion 10-Default,Stor-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10-Default/Stor-ZONE/01Jan2012/1Day/Temp1Day--0/
,Diversion 10-Demand Rule,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10-Demand Rule/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Diversion 10-Demand Rule-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10-Demand Rule-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Diversion 10-Diversion 10,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10-Diversion 10/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Diversion 10-Diversion 10-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 10-Diversion 10-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Diversion 11,CONSTRAINTID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11/CONSTRAINTID/01Jan2012/1Day/Temp1Day--0/
,Diversion 11,Flow-DECISION,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11/Flow-DECISION/01Jan2012/1Day/Temp1Day--0/
,Diversion 11,Flow-GC-RELEASE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11/Flow-GC-RELEASE/01Jan2012/1Day/Temp1Day--0/
,Diversion 11,Flow-MAXLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11/Flow-MAXLIM/01Jan2012/1Day/Temp1Day--0/
,Diversion 11,Flow-MINLIM,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11/Flow-MINLIM/01Jan2012/1Day/Temp1Day--0/
,Diversion 11,RULEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11/RULEID/01Jan2012/1Day/Temp1Day--0/
,Diversion 11,ZONEID,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11/ZONEID/01Jan2012/1Day/Temp1Day--0/
,Diversion 11-Cntrl,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11-Cntrl/Flow/01Jan2012/1Day/Temp1Day--0/
,Diversion 11-Cntrl,Flow-SETTING,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11-Cntrl/Flow-SETTING/01Jan2012/1Day/Temp1Day--0/
,Diversion 11-Cntrl-Default-ZBOp Rule,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11-Cntrl-Default-ZBOp Rule/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Diversion 11-Cntrl-Default-ZBOp Rule-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11-Cntrl-Default-ZBOp Rule-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Diversion 11-Default,Elev-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11-Default/Elev-ZONE/01Jan2012/1Day/Temp1Day--0/
,Diversion 11-Default,Stor-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11-Default/Stor-ZONE/01Jan2012/1Day/Temp1Day--0/
,Diversion 11-Demand Rule,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11-Demand Rule/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
,Diversion 11-Demand Rule-P,Penalty-PRIORITY,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11-Demand Rule-P/Penalty-PRIORITY/01Jan2012/1Day/Temp1Day--0/
,Diversion 11-Diversion 11,Flow-SPEC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Diversion 11-Diversion 11/Flow-SPEC/01Jan2012/1Day/Temp1Day--0/
